step,stock0,stock1,stock2,stock3,stock4
1258,36.500,95.758,77.000,132.039,22.473
1259,20.000,91.758,66.500,178.039,58.473
1260,73.500,87.758,56.000,224.039,24.473
1261,79.092,141.832,81.789,759.411,198.635
1262,62.592,137.832,71.289,675.411,164.635
1263,46.092,133.832,60.789,591.411,130.635
1264,29.592,129.832,50.289,507.411,96.635
1265,13.092,125.832,39.789,423.411,62.635
1266,66.592,121.832,29.289,339.411,28.635
1267,50.092,117.832,18.789,255.411,64.635
1268,33.592,113.832,78.289,171.411,30.635
1269,17.092,109.832,67.789,217.411,66.635
1270,70.592,105.832,57.289,133.411,32.635
1271,54.092,101.832,46.789,179.411,68.635
1272,37.592,97.832,36.289,225.411,34.635
1273,21.092,93.832,25.789,141.411,70.635
1274,74.592,89.832,15.289,187.411,36.635
1275,58.092,85.832,4.789,233.411,72.635
1276,41.592,81.832,64.289,149.411,38.635
1277,25.092,77.832,53.789,195.411,74.635
1278,8.592,73.832,43.289,241.411,40.635
1279,62.092,69.832,32.789,157.411,136.635
1280,45.592,65.832,22.289,203.411,102.635
1281,29.092,61.832,81.789,119.411,68.635
1282,12.592,57.832,71.289,165.411,34.635
1283,66.092,53.832,60.789,81.411,130.635
1284,49.592,49.832,50.289,127.411,96.635
1285,33.092,45.832,39.789,173.411,132.635
1286,16.592,111.832,29.289,219.411,98.635
1287,70.092,107.832,18.789,135.411,64.635
1288,53.592,103.832,78.289,181.411,30.635
1289,37.092,99.832,67.789,227.411,66.635
1290,20.592,95.832,57.289,143.411,32.635
1291,95.110,62.266,50.174,497.501,63.338
1292,78.610,58.266,39.674,413.501,29.338
1293,62.110,54.266,29.174,329.501,65.338
1294,45.610,50.266,18.674,245.501,31.338
1295,29.110,46.266,78.174,161.501,127.338
1296,12.610,112.266,67.674,207.501,93.338
1297,66.110,108.266,57.174,123.501,59.338
1298,49.610,104.266,46.674,169.501,25.338
1299,33.110,100.266,36.174,215.501,61.338
1300,16.610,96.266,25.674,131.501,27.338
1301,70.110,92.266,15.174,47.501,123.338
1302,53.610,88.266,74.674,93.501,89.338
1303,37.110,84.266,64.174,139.501,55.338
1304,20.610,80.266,53.674,185.501,21.338
1305,74.110,76.266,43.174,101.501,117.338
1306,57.610,72.266,32.674,147.501,83.338
1307,41.110,68.266,22.174,193.501,49.338
1308,24.610,134.266,11.674,109.501,145.338
1309,78.110,130.266,1.174,155.501,111.338
1310,61.610,126.266,60.674,201.501,77.338
1311,45.110,122.266,50.174,117.501,43.338
1312,28.610,118.266,39.674,163.501,79.338
1313,12.110,114.266,29.174,209.501,45.338
1314,65.610,110.266,18.674,125.501,141.338
1315,49.110,106.266,78.174,171.501,107.338
1316,32.610,102.266,67.674,217.501,73.338
1317,16.110,98.266,57.174,133.501,39.338
1318,69.610,94.266,46.674,49.501,135.338
1319,53.110,90.266,36.174,95.501,101.338
1320,36.610,86.266,25.674,141.501,67.338
1321,66.690,135.798,59.558,383.855,69.019
1322,50.190,131.798,49.058,299.855,35.019
1323,33.690,127.798,38.558,215.855,71.019
1324,17.190,123.798,28.058,131.855,37.019
1325,70.690,119.798,17.558,47.855,133.019
1326,54.190,115.798,77.058,93.855,99.019
1327,37.690,111.798,66.558,139.855,65.019
1328,21.190,107.798,56.058,185.855,31.019
1329,4.690,103.798,45.558,101.855,127.019
1330,58.190,99.798,35.058,147.855,93.019
1331,41.690,95.798,24.558,193.855,59.019
1332,25.190,91.798,84.058,239.855,25.019
1333,8.690,87.798,73.558,155.855,61.019
1334,62.190,83.798,63.058,201.855,27.019
1335,45.690,79.798,52.558,117.855,63.019
1336,29.190,75.798,42.058,163.855,29.019
1337,12.690,71.798,31.558,79.855,65.019
1338,66.190,67.798,21.058,125.855,31.019
1339,49.690,63.798,10.558,171.855,67.019
1340,33.190,59.798,70.058,217.855,33.019
1341,16.690,55.798,59.558,133.855,69.019
1342,70.190,51.798,49.058,179.855,35.019
1343,53.690,47.798,38.558,225.855,71.019
1344,37.190,43.798,28.058,141.855,37.019
1345,20.690,39.798,17.558,187.855,73.019
1346,4.190,35.798,7.058,233.855,39.019
1347,57.690,31.798,0.000,149.855,5.019
1348,41.190,27.798,0.000,65.855,101.019
1349,24.690,93.798,0.000,111.855,67.019
1350,78.190,89.798,0.000,157.855,33.019
1351,53.846,86.112,60.173,611.423,52.424
1352,37.346,82.112,49.673,527.423,18.424
1353,20.846,78.112,39.173,443.423,54.424
1354,74.346,74.112,28.673,359.423,20.424
1355,57.846,70.112,18.173,275.423,56.424
1356,41.346,66.112,77.673,191.423,22.424
1357,24.846,62.112,67.173,237.423,58.424
1358,78.346,58.112,56.673,153.423,24.424
1359,61.846,54.112,46.173,199.423,60.424
1360,45.346,50.112,35.673,245.423,26.424
1361,28.846,46.112,25.173,161.423,62.424
1362,12.346,112.112,14.673,207.423,28.424
1363,65.846,108.112,4.173,123.423,124.424
1364,49.346,104.112,63.673,169.423,90.424
1365,32.846,100.112,53.173,215.423,56.424
1366,16.346,96.112,42.673,131.423,22.424
1367,69.846,92.112,32.173,47.423,118.424
1368,53.346,88.112,21.673,93.423,84.424
1369,36.846,84.112,81.173,139.423,50.424
1370,20.346,80.112,70.673,185.423,16.424
1371,73.846,76.112,60.173,101.423,112.424
1372,57.346,72.112,49.673,147.423,78.424
1373,40.846,68.112,39.173,193.423,44.424
1374,24.346,64.112,28.673,109.423,80.424
1375,77.846,60.112,18.173,155.423,46.424
1376,61.346,56.112,7.673,201.423,82.424
1377,44.846,52.112,67.173,117.423,48.424
1378,28.346,48.112,56.673,163.423,84.424
1379,11.846,44.112,46.173,209.423,120.424
1380,65.346,40.112,35.673,125.423,86.424
1381,88.386,73.342,47.839,275.311,174.419
1382,71.886,69.342,37.339,191.311,140.419
1383,55.386,65.342,26.839,237.311,106.419
1384,38.886,61.342,16.339,153.311,72.419
1385,22.386,57.342,75.839,199.311,38.419
1386,75.886,53.342,65.339,115.311,134.419
1387,59.386,49.342,54.839,161.311,100.419
1388,42.886,45.342,44.339,207.311,66.419
1389,26.386,111.342,33.839,123.311,32.419
1390,9.886,107.342,23.339,169.311,68.419
1391,63.386,103.342,12.839,215.311,34.419
1392,46.886,99.342,72.339,131.311,130.419
1393,30.386,95.342,61.839,117.311,96.419
1394,13.886,91.342,51.339,163.311,62.419
1395,67.386,87.342,40.839,209.311,28.419
1396,50.886,83.342,30.339,125.311,64.419
1397,34.386,79.342,19.839,171.311,30.419
1398,17.886,145.342,9.339,87.311,126.419
1399,71.386,141.342,0.000,133.311,92.419
1400,54.886,137.342,59.500,179.311,58.419
1401,38.386,133.342,49.000,225.311,24.419
1402,21.886,129.342,38.500,141.311,60.419
1403,75.386,125.342,28.000,187.311,26.419
1404,58.886,121.342,17.500,233.311,62.419
1405,42.386,117.342,77.000,149.311,28.419
1406,25.886,113.342,66.500,195.311,64.419
1407,9.386,109.342,56.000,241.311,30.419
1408,62.886,105.342,45.500,157.311,126.419
1409,46.386,101.342,35.000,203.311,92.419
1410,29.886,97.342,24.500,119.311,58.419
1411,73.191,179.648,90.593,698.015,163.079
1412,56.691,175.648,80.093,614.015,129.079
1413,40.191,171.648,69.593,530.015,95.079
1414,23.691,167.648,59.093,446.015,61.079
1415,77.191,163.648,48.593,362.015,27.079
1416,60.691,159.648,38.093,278.015,63.079
1417,44.191,155.648,27.593,194.015,29.079
1418,27.691,151.648,17.093,240.015,65.079
1419,11.191,147.648,76.593,156.015,31.079
1420,64.691,143.648,66.093,72.015,127.079
1421,48.191,139.648,55.593,118.015,93.079
1422,31.691,135.648,45.093,164.015,59.079
1423,15.191,131.648,34.593,210.015,25.079
1424,68.691,127.648,24.093,126.015,121.079
1425,52.191,123.648,83.593,172.015,87.079
1426,35.691,119.648,73.093,218.015,53.079
1427,19.191,115.648,62.593,134.015,19.079
1428,2.691,111.648,52.093,50.015,115.079
1429,56.191,107.648,41.593,96.015,81.079
1430,39.691,103.648,31.093,142.015,47.079
1431,23.191,99.648,20.593,188.015,83.079
1432,76.691,95.648,10.093,234.015,49.079
1433,60.191,91.648,69.593,150.015,145.079
1434,43.691,87.648,59.093,196.015,111.079
1435,27.191,83.648,48.593,182.015,77.079
1436,10.691,79.648,38.093,228.015,43.079
1437,64.191,75.648,27.593,144.015,139.079
1438,47.691,71.648,17.093,190.015,105.079
1439,31.191,67.648,76.593,236.015,71.079
1440,14.691,63.648,66.093,152.015,37.079
1441,92.983,141.302,33.894,396.110,145.612
1442,76.483,137.302,23.394,312.110,111.612
1443,59.983,133.302,82.894,228.110,77.612
1444,43.483,129.302,72.394,144.110,43.612
1445,26.983,125.302,61.894,190.110,79.612
1446,10.483,121.302,51.394,236.110,45.612
1447,63.983,117.302,40.894,152.110,141.612
1448,47.483,113.302,30.394,198.110,107.612
1449,30.983,109.302,19.894,244.110,73.612
1450,14.483,105.302,79.394,160.110,39.612
1451,67.983,101.302,68.894,76.110,135.612
1452,51.483,97.302,58.394,122.110,101.612
1453,34.983,93.302,47.894,168.110,67.612
1454,18.483,89.302,37.394,214.110,33.612
1455,71.983,85.302,26.894,130.110,129.612
1456,55.483,81.302,16.394,176.110,95.612
1457,38.983,77.302,75.894,222.110,61.612
1458,22.483,73.302,65.394,138.110,27.612
1459,75.983,69.302,54.894,54.110,123.612
1460,59.483,65.302,44.394,100.110,89.612
1461,42.983,61.302,33.894,146.110,55.612
1462,26.483,57.302,23.394,192.110,21.612
1463,9.983,123.302,12.894,108.110,117.612
1464,63.483,119.302,2.394,154.110,83.612
1465,46.983,115.302,61.894,200.110,49.612
1466,30.483,111.302,51.394,116.110,85.612
1467,13.983,107.302,40.894,162.110,51.612
1468,67.483,103.302,30.394,208.110,17.612
1469,50.983,99.302,19.894,124.110,53.612
1470,34.483,95.302,79.394,170.110,19.612
1471,91.158,94.732,52.887,503.957,106.965
1472,74.658,90.732,42.387,419.957,72.965
1473,58.158,86.732,31.887,335.957,38.965
1474,41.658,82.732,21.387,251.957,74.965
1475,25.158,78.732,80.887,167.957,40.965
1476,8.658,74.732,70.387,213.957,76.965
1477,62.158,70.732,59.887,129.957,42.965
1478,45.658,66.732,49.387,175.957,78.965
1479,29.158,62.732,38.887,221.957,44.965
1480,12.658,58.732,28.387,137.957,80.965
1481,66.158,54.732,17.887,183.957,46.965
1482,49.658,50.732,7.387,229.957,82.965
1483,33.158,46.732,66.887,145.957,48.965
1484,16.658,42.732,56.387,131.957,144.965
1485,70.158,38.732,45.887,177.957,110.965
1486,53.658,104.732,35.387,223.957,76.965
1487,37.158,100.732,24.887,139.957,42.965
1488,20.658,96.732,14.387,185.957,78.965
1489,74.158,92.732,3.887,231.957,44.965
1490,57.658,88.732,63.387,147.957,140.965
1491,41.158,84.732,52.887,193.957,106.965
1492,24.658,80.732,42.387,179.957,72.965
1493,78.158,76.732,31.887,225.957,38.965
1494,61.658,72.732,21.387,141.957,74.965
1495,45.158,68.732,80.887,187.957,40.965
1496,28.658,64.732,70.387,233.957,76.965
1497,12.158,60.732,59.887,149.957,42.965
1498,65.658,56.732,49.387,65.957,138.965
1499,49.158,52.732,38.887,111.957,104.965
1500,32.658,48.732,28.387,157.957,70.965
1501,98.202,117.488,29.588,401.956,154.557
1502,81.702,113.488,19.088,317.956,120.557
1503,65.202,109.488,78.588,233.956,86.557
1504,48.702,105.488,68.088,149.956,52.557
1505,32.202,101.488,57.588,195.956,18.557
1506,15.702,97.488,47.088,241.956,54.557
1507,69.202,93.488,36.588,157.956,20.557
1508,52.702,89.488,26.088,203.956,56.557
1509,36.202,85.488,15.588,119.956,22.557
1510,19.702,151.488,5.088,35.956,118.557
1511,73.202,147.488,0.000,81.956,84.557
1512,56.702,143.488,59.500,127.956,50.557
1513,40.202,139.488,49.000,173.956,16.557
1514,23.702,135.488,38.500,219.956,52.557
1515,77.202,131.488,28.000,135.956,18.557
1516,60.702,127.488,17.500,181.956,54.557
1517,44.202,123.488,77.000,227.956,20.557
1518,27.702,119.488,66.500,143.956,56.557
1519,11.202,115.488,56.000,189.956,22.557
1520,0.000,111.488,45.500,105.956,118.557
1521,53.500,107.488,35.000,151.956,84.557
1522,37.000,103.488,24.500,197.956,50.557
1523,20.500,99.488,84.000,243.956,16.557
1524,74.000,95.488,73.500,159.956,112.557
1525,57.500,91.488,63.000,205.956,78.557
1526,41.000,87.488,52.500,121.956,44.557
1527,24.500,83.488,42.000,167.956,80.557
1528,78.000,79.488,31.500,213.956,46.557
1529,61.500,75.488,21.000,129.956,82.557
1530,45.000,71.488,80.500,175.956,48.557
1531,73.006,66.056,37.127,546.847,145.189
1532,56.506,62.056,26.627,462.847,111.189
1533,40.006,58.056,16.127,378.847,77.189
1534,23.506,54.056,75.627,294.847,43.189
1535,77.006,50.056,65.127,210.847,139.189
1536,60.506,46.056,54.627,126.847,105.189
1537,44.006,42.056,44.127,172.847,71.189
1538,27.506,108.056,33.627,218.847,37.189
1539,11.006,104.056,23.127,134.847,73.189
1540,64.506,100.056,12.627,180.847,39.189
1541,48.006,96.056,2.127,226.847,75.189
1542,31.506,92.056,61.627,142.847,41.189
1543,15.006,88.056,51.127,188.847,77.189
1544,68.506,84.056,40.627,234.847,43.189
1545,52.006,80.056,30.127,150.847,79.189
1546,35.506,76.056,19.627,196.847,45.189
1547,19.006,142.056,9.127,112.847,141.189
1548,72.506,138.056,0.000,158.847,107.189
1549,56.006,134.056,59.500,204.847,73.189
1550,39.506,130.056,49.000,120.847,39.189
1551,23.006,126.056,38.500,166.847,75.189
1552,76.506,122.056,28.000,212.847,41.189
1553,60.006,118.056,17.500,128.847,77.189
1554,43.506,114.056,77.000,174.847,43.189
1555,27.006,110.056,66.500,220.847,79.189
1556,10.506,106.056,56.000,136.847,45.189
1557,0.000,102.056,45.500,52.847,141.189
1558,53.500,98.056,35.000,98.847,107.189
1559,37.000,94.056,24.500,144.847,73.189
1560,20.500,90.056,84.000,190.847,39.189
1561,28.155,91.937,27.264,409.644,73.622
1562,11.655,87.937,16.764,325.644,39.622
1563,65.155,83.937,6.264,241.644,135.622
1564,48.655,79.937,65.764,157.644,101.622
1565,32.155,75.937,55.264,143.644,67.622
1566,15.655,71.937,44.764,189.644,33.622
1567,69.155,67.937,34.264,105.644,129.622
1568,52.655,63.937,23.764,151.644,95.622
1569,36.155,59.937,83.264,197.644,61.622
1570,19.655,55.937,72.764,243.644,27.622
1571,73.155,51.937,62.264,159.644,123.622
1572,56.655,47.937,51.764,205.644,89.622
1573,40.155,43.937,41.264,191.644,55.622
1574,23.655,109.937,30.764,237.644,21.622
1575,77.155,105.937,20.264,153.644,117.622
1576,60.655,101.937,79.764,199.644,83.622
1577,44.155,97.937,69.264,245.644,49.622
1578,27.655,93.937,58.764,161.644,85.622
1579,11.155,89.937,48.264,207.644,51.622
1580,64.655,85.937,37.764,123.644,17.622
1581,48.155,81.937,27.264,169.644,53.622
1582,31.655,77.937,16.764,215.644,19.622
1583,15.155,73.937,76.264,131.644,115.622
1584,68.655,69.937,65.764,177.644,81.622
1585,52.155,65.937,55.264,223.644,47.622
1586,35.655,61.937,44.764,139.644,83.622
1587,19.155,57.937,34.264,185.644,49.622
1588,72.655,53.937,23.764,101.644,145.622
1589,56.155,49.937,83.264,147.644,111.622
1590,39.655,45.937,72.764,263.644,77.622
1591,67.696,113.534,37.186,544.416,158.002
1592,51.196,109.534,26.686,460.416,124.002
1593,34.696,105.534,16.186,376.416,90.002
1594,18.196,101.534,75.686,292.416,56.002
1595,71.696,97.534,65.186,208.416,22.002
1596,55.196,93.534,54.686,124.416,58.002
1597,38.696,89.534,44.186,170.416,24.002
1598,22.196,85.534,33.686,86.416,60.002
1599,75.696,81.534,23.186,132.416,26.002
1600,59.196,77.534,12.686,178.416,62.002
1601,42.696,73.534,72.186,224.416,28.002
1602,26.196,69.534,61.686,140.416,64.002
1603,9.696,65.534,51.186,186.416,30.002
1604,63.196,61.534,40.686,102.416,126.002
1605,46.696,57.534,30.186,148.416,92.002
1606,30.196,53.534,19.686,194.416,58.002
1607,13.696,49.534,79.186,240.416,24.002
1608,67.196,45.534,68.686,156.416,0.000
1609,50.696,41.534,58.186,142.416,96.000
1610,34.196,37.534,47.686,258.416,62.000
1611,17.696,103.534,37.186,174.416,28.000
1612,71.196,99.534,26.686,90.416,124.000
1613,54.696,95.534,16.186,136.416,90.000
1614,38.196,91.534,75.686,182.416,56.000
1615,21.696,87.534,65.186,228.416,22.000
1616,75.196,83.534,54.686,144.416,118.000
1617,58.696,79.534,44.186,190.416,84.000
1618,42.196,75.534,33.686,236.416,50.000
1619,25.696,71.534,23.186,152.416,86.000
1620,9.196,67.534,82.686,198.416,52.000
1621,83.248,88.283,79.794,432.225,141.100
1622,66.748,84.283,69.294,348.225,107.100
1623,50.248,80.283,58.794,264.225,73.100
1624,33.748,76.283,48.294,180.225,39.100
1625,17.248,72.283,37.794,96.225,75.100
1626,70.748,68.283,27.294,142.225,41.100
1627,54.248,64.283,16.794,188.225,77.100
1628,37.748,60.283,76.294,234.225,43.100
1629,21.248,56.283,65.794,150.225,79.100
1630,74.748,52.283,55.294,196.225,45.100
1631,58.248,48.283,44.794,242.225,81.100
1632,41.748,44.283,34.294,158.225,47.100
1633,25.248,40.283,23.794,204.225,83.100
1634,8.748,166.283,83.294,120.225,49.100
1635,62.248,162.283,72.794,166.225,15.100
1636,45.748,158.283,62.294,212.225,51.100
1637,29.248,154.283,51.794,128.225,17.100
1638,12.748,150.283,41.294,174.225,53.100
1639,66.248,146.283,30.794,220.225,19.100
1640,49.748,142.283,20.294,136.225,55.100
1641,33.248,138.283,79.794,182.225,21.100
1642,16.748,134.283,69.294,228.225,57.100
1643,70.248,130.283,58.794,144.225,23.100
1644,53.748,126.283,48.294,190.225,59.100
1645,37.248,122.283,37.794,236.225,25.100
1646,20.748,118.283,27.294,152.225,61.100
1647,74.248,114.283,16.794,198.225,27.100
1648,57.748,110.283,6.294,244.225,63.100
1649,41.248,106.283,65.794,160.225,29.100
1650,24.748,102.283,55.294,206.225,65.100
1651,91.286,181.773,91.203,542.508,87.540
1652,74.786,177.773,80.703,458.508,53.540
1653,58.286,173.773,70.203,374.508,19.540
1654,41.786,169.773,59.703,290.508,55.540
1655,25.286,165.773,49.203,206.508,21.540
1656,8.786,161.773,38.703,122.508,57.540
1657,62.286,157.773,28.203,168.508,23.540
1658,45.786,153.773,17.703,214.508,59.540
1659,29.286,149.773,77.203,130.508,25.540
1660,12.786,145.773,66.703,176.508,61.540
1661,66.286,141.773,56.203,222.508,27.540
1662,49.786,137.773,45.703,138.508,63.540
1663,33.286,133.773,35.203,184.508,29.540
1664,16.786,129.773,24.703,230.508,65.540
1665,70.286,125.773,14.203,146.508,31.540
1666,53.786,121.773,3.703,192.508,67.540
1667,37.286,117.773,63.203,238.508,33.540
1668,20.786,113.773,52.703,154.508,69.540
1669,74.286,109.773,42.203,200.508,35.540
1670,57.786,105.773,31.703,116.508,71.540
1671,41.286,101.773,21.203,162.508,37.540
1672,24.786,97.773,10.703,208.508,73.540
1673,78.286,93.773,0.203,124.508,39.540
1674,61.786,89.773,0.000,170.508,75.540
1675,45.286,85.773,59.500,216.508,41.540
1676,28.786,81.773,49.000,132.508,77.540
1677,12.286,77.773,38.500,178.508,43.540
1678,65.786,73.773,28.000,94.508,139.540
1679,49.286,69.773,17.500,140.508,105.540
1680,32.786,65.773,77.000,186.508,71.540
1681,28.727,194.916,84.395,632.053,132.076
1682,12.227,190.916,73.895,548.053,98.076
1683,65.727,186.916,63.395,464.053,64.076
1684,49.227,182.916,52.895,380.053,30.076
1685,32.727,178.916,42.395,296.053,66.076
1686,16.227,174.916,31.895,212.053,32.076
1687,69.727,170.916,21.395,128.053,128.076
1688,53.227,166.916,80.895,174.053,94.076
1689,36.727,162.916,70.395,220.053,60.076
1690,20.227,158.916,59.895,136.053,26.076
1691,73.727,154.916,49.395,52.053,122.076
1692,57.227,150.916,38.895,98.053,88.076
1693,40.727,146.916,28.395,144.053,54.076
1694,24.227,142.916,17.895,190.053,20.076
1695,77.727,138.916,7.395,106.053,116.076
1696,61.227,134.916,66.895,152.053,82.076
1697,44.727,130.916,56.395,198.053,48.076
1698,28.227,126.916,45.895,244.053,84.076
1699,11.727,122.916,35.395,160.053,50.076
1700,65.227,118.916,24.895,206.053,16.076
1701,48.727,114.916,84.395,122.053,112.076
1702,32.227,110.916,73.895,168.053,78.076
1703,15.727,106.916,63.395,214.053,44.076
1704,69.227,102.916,52.895,130.053,140.076
1705,52.727,98.916,42.395,176.053,106.076
1706,36.227,94.916,31.895,222.053,72.076
1707,19.727,90.916,21.395,138.053,38.076
1708,73.227,86.916,10.895,54.053,134.076
1709,56.727,82.916,70.395,100.053,100.076
1710,40.227,78.916,59.895,146.053,66.076
1711,82.653,170.473,96.964,774.629,123.320
1712,66.153,166.473,86.464,690.629,89.320
1713,49.653,162.473,75.964,606.629,55.320
1714,33.153,158.473,65.464,522.629,21.320
1715,16.653,154.473,54.964,438.629,57.320
1716,70.153,150.473,44.464,354.629,23.320
1717,53.653,146.473,33.964,270.629,59.320
1718,37.153,142.473,23.464,186.629,25.320
1719,20.653,138.473,12.964,232.629,61.320
1720,74.153,134.473,2.464,148.629,27.320
1721,57.653,130.473,0.000,194.629,63.320
1722,41.153,126.473,59.500,240.629,29.320
1723,24.653,122.473,49.000,156.629,65.320
1724,78.153,118.473,38.500,202.629,31.320
1725,61.653,114.473,28.000,118.629,67.320
1726,45.153,110.473,17.500,164.629,33.320
1727,28.653,106.473,7.000,210.629,69.320
1728,12.153,102.473,66.500,126.629,35.320
1729,0.000,98.473,56.000,42.629,131.320
1730,53.500,94.473,45.500,88.629,97.320
1731,37.000,90.473,35.000,134.629,63.320
1732,20.500,86.473,24.500,180.629,29.320
1733,74.000,82.473,14.000,96.629,125.320
1734,57.500,78.473,73.500,142.629,91.320
1735,41.000,74.473,63.000,188.629,57.320
1736,24.500,70.473,52.500,234.629,23.320
1737,78.000,66.473,42.000,150.629,119.320
1738,61.500,62.473,31.500,196.629,85.320
1739,45.000,58.473,21.000,242.629,51.320
1740,28.500,54.473,80.500,158.629,17.320
1741,82.690,172.601,33.544,554.373,110.336
1742,66.190,168.601,23.044,470.373,76.336
1743,49.690,164.601,82.544,386.373,42.336
1744,33.190,160.601,72.044,302.373,78.336
1745,16.690,156.601,61.544,218.373,44.336
1746,70.190,152.601,51.044,134.373,140.336
1747,53.690,148.601,40.544,180.373,106.336
1748,37.190,144.601,30.044,226.373,72.336
1749,20.690,140.601,19.544,142.373,38.336
1750,74.190,136.601,9.044,58.373,134.336
1751,57.690,132.601,68.544,104.373,100.336
1752,41.190,128.601,58.044,150.373,66.336
1753,24.690,124.601,47.544,196.373,32.336
1754,78.190,120.601,37.044,112.373,128.336
1755,61.690,116.601,26.544,158.373,94.336
1756,45.190,112.601,16.044,204.373,60.336
1757,28.690,108.601,75.544,120.373,26.336
1758,12.190,104.601,65.044,166.373,62.336
1759,65.690,100.601,54.544,212.373,28.336
1760,49.190,96.601,44.044,128.373,64.336
1761,32.690,92.601,33.544,174.373,30.336
1762,16.190,88.601,23.044,90.373,66.336
1763,69.690,84.601,12.544,136.373,32.336
1764,53.190,80.601,2.044,182.373,68.336
1765,36.690,76.601,61.544,228.373,34.336
1766,20.190,72.601,51.044,144.373,70.336
1767,73.690,68.601,40.544,190.373,36.336
1768,57.190,64.601,30.044,236.373,72.336
1769,40.690,60.601,19.544,152.373,38.336
1770,24.190,126.601,9.044,68.373,134.336
1771,79.293,61.745,90.603,405.185,152.517
1772,62.793,57.745,80.103,321.185,118.517
1773,46.293,53.745,69.603,237.185,84.517
1774,29.793,49.745,59.103,153.185,50.517
1775,13.293,45.745,48.603,199.185,86.517
1776,66.793,41.745,38.103,245.185,52.517
1777,50.293,37.745,27.603,161.185,18.517
1778,33.793,33.745,17.103,147.185,114.517
1779,17.293,99.745,6.603,193.185,80.517
1780,70.793,95.745,0.000,239.185,46.517
1781,54.293,91.745,59.500,155.185,142.517
1782,37.793,87.745,49.000,201.185,108.517
1783,21.293,83.745,38.500,117.185,74.517
1784,74.793,79.745,28.000,163.185,40.517
1785,58.293,75.745,17.500,209.185,76.517
1786,41.793,71.745,77.000,125.185,42.517
1787,25.293,67.745,66.500,171.185,78.517
1788,8.793,63.745,56.000,217.185,44.517
1789,62.293,59.745,45.500,133.185,140.517
1790,45.793,55.745,35.000,179.185,106.517
1791,29.293,51.745,24.500,225.185,72.517
1792,12.793,47.745,84.000,141.185,38.517
1793,66.293,43.745,73.500,57.185,4.517
1794,49.793,39.745,63.000,43.185,100.517
1795,33.293,105.745,52.500,89.185,66.517
1796,16.793,101.745,42.000,135.185,32.517
1797,70.293,97.745,31.500,51.185,128.517
1798,53.793,93.745,21.000,97.185,94.517
1799,37.293,89.745,80.500,143.185,60.517
1800,20.793,85.745,70.000,189.185,26.517
1801,28.640,61.543,42.166,385.783,196.605
1802,12.140,57.543,31.666,301.783,162.605
1803,65.640,53.543,21.166,347.783,128.605
1804,49.140,49.543,80.666,263.783,94.605
1805,32.640,45.543,70.166,179.783,60.605
1806,16.140,41.543,59.666,225.783,96.605
1807,69.640,167.543,49.166,141.783,62.605
1808,53.140,163.543,38.666,187.783,28.605
1809,36.640,159.543,28.166,233.783,64.605
1810,20.140,155.543,17.666,149.783,30.605
1811,73.640,151.543,7.166,65.783,0.000
1812,57.140,147.543,0.000,111.783,36.000
1813,40.640,143.543,0.000,157.783,72.000
1814,24.140,139.543,59.500,203.783,38.000
1815,77.640,135.543,49.000,119.783,134.000
1816,61.140,131.543,38.500,165.783,100.000
1817,44.640,127.543,28.000,211.783,66.000
1818,28.140,123.543,17.500,127.783,32.000
1819,11.640,119.543,7.000,173.783,68.000
1820,65.140,115.543,0.000,219.783,34.000
1821,48.640,111.543,59.500,135.783,130.000
1822,32.140,107.543,49.000,181.783,96.000
1823,15.640,103.543,38.500,227.783,62.000
1824,69.140,99.543,28.000,143.783,28.000
1825,52.640,95.543,17.500,189.783,64.000
1826,36.140,91.543,77.000,235.783,30.000
1827,19.640,87.543,66.500,151.783,66.000
1828,73.140,83.543,56.000,197.783,32.000
1829,56.640,79.543,45.500,243.783,68.000
1830,40.140,75.543,35.000,159.783,34.000
1831,31.550,57.570,89.547,597.863,157.626
1832,15.050,53.570,79.047,513.863,123.626
1833,68.550,49.570,68.547,429.863,89.626
1834,52.050,45.570,58.047,345.863,125.626
1835,35.550,111.570,47.547,261.863,91.626
1836,19.050,107.570,37.047,177.863,57.626
1837,72.550,103.570,26.547,223.863,23.626
1838,56.050,99.570,16.047,139.863,59.626
1839,39.550,95.570,75.547,185.863,25.626
1840,23.050,91.570,65.047,231.863,61.626
1841,76.550,87.570,54.547,147.863,27.626
1842,60.050,83.570,44.047,193.863,63.626
1843,43.550,79.570,33.547,239.863,29.626
1844,27.050,75.570,23.047,155.863,65.626
1845,10.550,71.570,82.547,201.863,31.626
1846,64.050,67.570,72.047,117.863,127.626
1847,47.550,63.570,61.547,163.863,93.626
1848,31.050,59.570,51.047,209.863,59.626
1849,14.550,55.570,40.547,125.863,25.626
1850,68.050,51.570,30.047,41.863,121.626
1851,51.550,47.570,19.547,87.863,87.626
1852,35.050,43.570,9.047,133.863,53.626
1853,18.550,109.570,0.000,179.863,19.626
1854,72.050,105.570,0.000,95.863,115.626
1855,55.550,101.570,59.500,141.863,81.626
1856,39.050,97.570,49.000,187.863,47.626
1857,22.550,93.570,38.500,103.863,83.626
1858,76.050,89.570,28.000,149.863,49.626
1859,59.550,85.570,17.500,195.863,85.626
1860,43.050,81.570,77.000,241.863,51.626
1861,90.093,71.087,37.282,556.828,161.448
1862,73.593,67.087,26.782,472.828,127.448
1863,57.093,63.087,16.282,388.828,93.448
1864,40.593,59.087,75.782,304.828,59.448
